geometry,name,cuisine,opening_hours,wheelchair,takeaway,addr:street,category
"POLYGON ((-122.6616616 45.5147288, -122.6614113 45.5147288, -122.6614113 45.5150073, -122.6616616 45.5150073, -122.6616616 45.5147288))",,,,,,,parking
"POLYGON ((-122.6716431 45.5427682, -122.6715856 45.542768, -122.6714323 45.5427674, -122.6714322 45.5427822, -122.6713475 45.5427819, -122.6712557 45.5427816, -122.6712157 45.5427815, -122.6712158 45.5427667, -122.6707488 45.5427651, -122.6706088 45.5427646, -122.6706107 45.5424878, -122.6706499 45.5424879, -122.6706504 45.5424175, -122.6716452 45.5424209, -122.6716448 45.5424786, -122.6717164 45.5424789, -122.6717148 45.5427018, -122.6716436 45.5427016, -122.6716431 45.5427682))",Parking 2,,,,,,parking
"POLYGON ((-122.6602107 45.5144518, -122.6602097 45.5147243, -122.6598572 45.5147236, -122.6598575 45.5146493, -122.6598582 45.5144512, -122.6600887 45.5144516, -122.6602107 45.5144518))",,,,,,,parking
"POLYGON ((-122.6606105 45.5145466, -122.6603486 45.5145461, -122.6603489 45.5144521, -122.6606108 45.5144526, -122.6606105 45.5145466))",,,,,,,parking
"POLYGON ((-122.66891 45.5458541, -122.6689091 45.5454436, -122.668171 45.5454444, -122.6681719 45.5458549, -122.66891 45.5458541))",,,,,,,parking
"POLYGON ((-122.6693633 45.5465559, -122.6693613 45.5458194, -122.6689831 45.5458199, -122.6689851 45.5465564, -122.6693633 45.5465559))",,,,,,,parking
"POLYGON ((-122.6696657 45.5456483, -122.6696663 45.5464482, -122.6703168 45.546448, -122.6703161 45.545648, -122.6696657 45.5456483))",,,,,,,parking
"POLYGON ((-122.670614 45.5456035, -122.6703984 45.5456033, -122.670391 45.5462294, -122.6705047 45.5462251, -122.6705807 45.5462867, -122.6711682 45.5459267, -122.6709501 45.5457314, -122.6712615 45.545542, -122.6712561 45.5454425, -122.6715026 45.5454515, -122.6714653 45.5455214, -122.6716501 45.5455971, -122.6717642 45.5454572, -122.6717845 45.5453082, -122.6717699 45.5451234, -122.671695 45.5451249, -122.6716987 45.5450782, -122.6709014 45.5450743, -122.6709023 45.5451269, -122.6708323 45.5451266, -122.6708341 45.5454722, -122.670614 45.5456035))",,,,,,,parking
"POLYGON ((-122.6716913 45.5449496, -122.6716904 45.5447846, -122.671272 45.5447857, -122.6712723 45.5448386, -122.6713004 45.5448386, -122.6713009 45.5449506, -122.6716913 45.5449496))",Emergency Parking,,,,,,parking
"POLYGON ((-122.6698041 45.5454224, -122.6698032 45.5452563, -122.6699884 45.5452558, -122.6699881 45.5452017, -122.6696137 45.5452026, -122.669615 45.5454229, -122.6698041 45.5454224))",,,,,,,parking
"POLYGON ((-122.6707057 45.5447601, -122.6707049 45.5447108, -122.6706859 45.5447109, -122.6706843 45.544608, -122.6706826 45.5445015, -122.6707016 45.5445013, -122.6707002 45.5444153, -122.6706213 45.544416, -122.6706217 45.5444417, -122.6705901 45.544442, -122.6705893 45.5443882, -122.6705881 45.5443155, -122.670514 45.5443161, -122.6696399 45.5443229, -122.6696465 45.5447304, -122.6706243 45.5447227, -122.6706249 45.5447607, -122.6707057 45.5447601))",Randall Children's Hospital at Legacy Emanuel,,,,,North Gantenbein Avenue,hospital
"POLYGON ((-122.6606262 45.513588, -122.6606273 45.5135342, -122.6606317 45.5133106, -122.6602771 45.5133106, -122.6602762 45.5134462, -122.6602753 45.5135848, -122.6603921 45.5135859, -122.6606262 45.513588))",Coava Coffee,coffee_shop,Mo-Su 07:00-18:00,yes,,Southeast Grand Avenue,cafe
"POLYGON ((-122.6609387 45.5134394, -122.6612888 45.5134413, -122.661291 45.5133123, -122.6609372 45.5133118, -122.660938 45.5133773, -122.6609387 45.5134394))",,,,,,,parking
"POLYGON ((-122.6626597 45.5160191, -122.662176 45.5160178, -122.6621757 45.5160728, -122.6620031 45.5160724, -122.662004 45.5158977, -122.6626604 45.5158994, -122.6626597 45.5160191))",,,,,,,parking
"POLYGON ((-122.6620801 45.5117091, -122.6620806 45.5116122, -122.6623164 45.5116128, -122.6623153 45.5118417, -122.6622306 45.5118415, -122.6620801 45.5117091))",Expert Auto Repair,,Mo-Sa 08:00-18:00; PH off,yes,,Southeast Martin Luther King Junior Boulevard,car_repair
"POLYGON ((-122.6637082 45.5135953, -122.6637098 45.5134114, -122.6633907 45.5134101, -122.6633909 45.5133783, -122.6633197 45.513378, -122.6632182 45.513405, -122.663052 45.5134773, -122.66299 45.5134771, -122.6629897 45.513518, -122.6629555 45.5135507, -122.6629285 45.5135506, -122.6629282 45.5135921, -122.6637082 45.5135953))",Wonderlove,,,,,Southeast Main Street,food_court
"POLYGON ((-122.6624727 45.5175954, -122.6624744 45.5173198, -122.6619695 45.5173183, -122.6619678 45.5175939, -122.6624727 45.5175954))",,,,,,,parking
"POLYGON ((-122.6622737 45.5185798, -122.6622738 45.5183049, -122.6621105 45.5183049, -122.6621105 45.5183734, -122.6621609 45.5183735, -122.6621609 45.5185798, -122.6622737 45.5185798))",Apple Auto Glass,,,,,Southeast Martin Luther King Junior Boulevard,car_repair
"POLYGON ((-122.6621609 45.5185798, -122.6621609 45.5183735, -122.6621105 45.5183734, -122.6621105 45.5183049, -122.6619673 45.5183048, -122.6619672 45.5185798, -122.6621609 45.5185798))",,,,,,,parking
"POLYGON ((-122.6612423 45.5183651, -122.6611699 45.5183647, -122.6611684 45.5184951, -122.6612408 45.5184955, -122.6612423 45.5183651))",,,,,,,parking
"POLYGON ((-122.6626613 45.5190216, -122.6623073 45.5190195, -122.6623057 45.5192928, -122.6626598 45.5192927, -122.6626613 45.5190216))",Mesher Supply,,,,,Southeast Stark Street,trade
"POLYGON ((-122.6622441 45.5208799, -122.6622421 45.5211548, -122.662033 45.5211529, -122.6619321 45.5211538, -122.6619291 45.5208789, -122.6622441 45.5208799))",Taboo Video,,,,,Southeast Martin Luther King Junior Boulevard,erotic
"POLYGON ((-122.662033 45.5211529, -122.6622421 45.5211548, -122.6622401 45.5214276, -122.6620981 45.5214271, -122.6620981 45.5214191, -122.6620316 45.5214176, -122.6620329 45.5213576, -122.662033 45.5211529))",Vespa Portland,,Tu-Sa 10:00-18:00; PH off,yes,,Southeast Martin Luther King Junior Boulevard,motorcycle
"POLYGON ((-122.6619265 45.5218654, -122.6622397 45.5218666, -122.6622364 45.5221411, -122.6621537 45.522139, -122.6621139 45.5221276, -122.6620788 45.5221136, -122.6620503 45.5221005, -122.6620193 45.5220821, -122.6619934 45.5220629, -122.6619726 45.5220428, -122.6619532 45.5220219, -122.6619378 45.5219961, -122.6619259 45.5219661, -122.6619212 45.5219335, -122.6619265 45.5218654))",,,,,,,parking
"POLYGON ((-122.6602063 45.5224371, -122.6603656 45.5224365, -122.6605546 45.5224371, -122.6605553 45.5223011, -122.6602075 45.5223011, -122.6602063 45.5224371))",O'Reilly Auto Parts,,Mo-Sa 07:30-20:00; Su 08:00-19:00,,,Southeast Grand Avenue,car_parts
"POLYGON ((-122.6598128 45.5225552, -122.660116 45.5225565, -122.6601156 45.5224439, -122.6598148 45.5224431, -122.6598136 45.5224954, -122.6598128 45.5225552))",,,,,,,parking
"POLYGON ((-122.6605546 45.5224371, -122.6603656 45.5224365, -122.660366 45.5224539, -122.6603862 45.5224541, -122.6603851 45.5225915, -122.6603631 45.5225914, -122.6603626 45.5226194, -122.660383 45.5226199, -122.6603848 45.5227824, -122.6603848 45.5228156, -122.6605519 45.5228146, -122.6605546 45.5224371))",,,,,,,parking
"POLYGON ((-122.6596166 45.5199482, -122.659276 45.5199472, -122.6592757 45.5199963, -122.6596163 45.5199974, -122.6596166 45.5199482))",,,,,,,parking
"POLYGON ((-122.6588318 45.5197246, -122.6591854 45.5197229, -122.6592178 45.5197226, -122.6592229 45.5199468, -122.6592233 45.5199927, -122.6590392 45.5199936, -122.6588344 45.5199945, -122.6588318 45.5197246))",,,,,,,parking
"POLYGON ((-122.6585377 45.5191171, -122.658244 45.5191143, -122.6584652 45.5189132, -122.6584756 45.518909, -122.6584854 45.5189066, -122.6584934 45.518905, -122.6585028 45.5189038, -122.6585135 45.5189038, -122.6585229 45.5189057, -122.6585336 45.5189111, -122.658538 45.5189172, -122.6585377 45.5191171))",,,,,,,parking
"POLYGON ((-122.6579147 45.5187248, -122.6579142 45.5187816, -122.6579879 45.5187819, -122.6579884 45.5187251, -122.6579147 45.5187248))",,,,,,,parking
"POLYGON ((-122.6585271 45.5184669, -122.6584467 45.518568, -122.6583639 45.5185675, -122.6583645 45.5185205, -122.6583017 45.5185201, -122.6583023 45.5184724, -122.6581312 45.5184713, -122.6581336 45.5182856, -122.6585294 45.5182881, -122.6585271 45.5184669))",Rack Attack,,Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 11:00-17:00,,,Southeast Washington Street,car_parts
"POLYGON ((-122.658468 45.5181351, -122.6582432 45.5181337, -122.6582444 45.5180366, -122.6584693 45.5180381, -122.658468 45.5181351))",,,,,,,parking
"POLYGON ((-122.658137 45.5180158, -122.6581364 45.5180689, -122.6579762 45.5180679, -122.6578225 45.5180669, -122.6578232 45.5180138, -122.658137 45.5180158))",,,,,,,parking
"POLYGON ((-122.6583639 45.5185675, -122.6583645 45.5185205, -122.6583017 45.5185201, -122.6583023 45.5184724, -122.6581312 45.5184713, -122.6581306 45.5185117, -122.6581299 45.518566, -122.6583639 45.5185675))",,,,,,,parking
"POLYGON ((-122.6581299 45.518566, -122.6581306 45.5185117, -122.6578168 45.5185097, -122.6578161 45.518564, -122.6581299 45.518566))",,,,,,,parking
"POLYGON ((-122.6585123 45.5175776, -122.6585132 45.5175022, -122.6584059 45.5175017, -122.6584061 45.5174856, -122.6582918 45.5174849, -122.6582227 45.5174846, -122.6582219 45.517559, -122.6582217 45.517576, -122.6585123 45.5175776))",Jay's Garage,,"Mo-Fr 07:00-19:00; Sa,Su 08:00-18:00",,,Southeast 7th Avenue,car_repair
"POLYGON ((-122.6579968 45.5175578, -122.6582219 45.517559, -122.6582227 45.5174846, -122.6582243 45.5173405, -122.6579992 45.5173393, -122.6579968 45.5175578))",Home,,"00:00-02:30,16:00-24:00",,,Southeast Morrison Street,bar
"POLYGON ((-122.6585371 45.5173871, -122.6584792 45.5173336, -122.6583407 45.5174072, -122.6583985 45.5174607, -122.6585371 45.5173871))",Kwik-Gas,,,,,Southeast 7th Avenue,fuel
"POLYGON ((-122.6582918 45.5174849, -122.6582935 45.5173264, -122.6582245 45.517326, -122.6582243 45.5173405, -122.6582227 45.5174846, -122.6582918 45.5174849))",,,,,,,parking
"POLYGON ((-122.6585395 45.5168691, -122.6585367 45.5165896, -122.658225 45.5165911, -122.6582277 45.5168707, -122.6585395 45.5168691))",Environments,,,,,Southeast Belmont Street,interior_decoration
"POLYGON ((-122.6582138 45.5165831, -122.6576468 45.5165858, -122.6576519 45.5171087, -122.657884 45.5171076, -122.6578807 45.5167646, -122.6581548 45.5167633, -122.6581554 45.516826, -122.6582162 45.5168257, -122.6582138 45.5165831))",,,,,,,parking
"POLYGON ((-122.6581833 45.515318, -122.6581838 45.5152421, -122.6581844 45.5151658, -122.6585554 45.515167, -122.6585543 45.5153192, -122.6581833 45.515318))",,,,,,,parking
"POLYGON ((-122.6581844 45.5151658, -122.6579919 45.5151652, -122.6578579 45.5151647, -122.6578555 45.5155161, -122.6578543 45.5157076, -122.6579882 45.5157081, -122.6582322 45.5157089, -122.6582324 45.5156686, -122.658073 45.5156681, -122.6580743 45.5154616, -122.6581423 45.5154618, -122.6581428 45.515388, -122.6581829 45.5153881, -122.6581832 45.5153335, -122.6581833 45.515318, -122.6581838 45.5152421, -122.6581844 45.5151658))",,,,,,,parking
"POLYGON ((-122.6591459 45.5150026, -122.6591454 45.5148921, -122.6588566 45.5148928, -122.6588571 45.5150033, -122.6591459 45.5150026))",,,,,,,parking
"POLYGON ((-122.6588552 45.5140016, -122.6592316 45.5140026, -122.6592925 45.5140024, -122.6592941 45.5137338, -122.6588566 45.5137322, -122.6588552 45.5140016))",A-1 Self Storage,,,,,Southeast Main Street,storage_rental
"POLYGON ((-122.6577955 45.5226663, -122.6581617 45.5226672, -122.658162 45.5226143, -122.658191 45.5226144, -122.6581917 45.5225003, -122.6577964 45.5224992, -122.6577955 45.5226663))",Imago Theatre,,,,,Southeast 8th Avenue,theatre
"POLYGON ((-122.6586011 45.5225013, -122.6584665 45.522501, -122.6584668 45.5224474, -122.658448 45.5224474, -122.6584483 45.5224012, -122.6584488 45.5222977, -122.6586022 45.5222981, -122.6586011 45.5225013))",,,,,,,parking
"POLYGON ((-122.6577964 45.5224992, -122.6581917 45.5225003, -122.6581928 45.5222971, -122.6577975 45.522296, -122.6577964 45.5224992))",,,,,,,parking
"POLYGON ((-122.6581899 45.5228203, -122.6581905 45.522707, -122.6585999 45.5227081, -122.6585993 45.5228214, -122.6581899 45.5228203))",,,,,,,parking
"POLYGON ((-122.658525 45.5213831, -122.6585247 45.5212394, -122.6582424 45.5212396, -122.6582427 45.5213834, -122.6582866 45.5213834, -122.658525 45.5213831))",The Family Relief Nursery,,,,,Southeast 7th Avenue,social_facility
"POLYGON ((-122.6295668 45.5639894, -122.6291235 45.5639905, -122.6291241 45.5640998, -122.6290707 45.5640999, -122.6290729 45.5645258, -122.6288216 45.5645265, -122.6288243 45.5650425, -122.6288704 45.5650424, -122.6294811 45.5650408, -122.6294799 45.5647996, -122.629571 45.5647994, -122.6295668 45.5639894))",,,,,,,parking
"POLYGON ((-122.7269066 45.4454635, -122.7269059 45.4455886, -122.7267517 45.4455882, -122.7267523 45.4454631, -122.7269066 45.4454635))",Bullseye Pub,,"Mo-Fr 11:00-24:00, Sa,Su 09:00-24:00",,,Southwest Pomona Street,pub
"POLYGON ((-122.7275255 45.4450716, -122.7273185 45.4450715, -122.7273182 45.4452266, -122.7273401 45.4452267, -122.7273401 45.4452399, -122.7274984 45.44524, -122.7274985 45.4451705, -122.7275435 45.4451705, -122.7275436 45.4451115, -122.7275254 45.4451115, -122.7275255 45.4450716))",7-Eleven,,,,,Southwest Capitol Highway,convenience
"POLYGON ((-122.6528929 45.4669489, -122.652893 45.4668577, -122.6527304 45.4668576, -122.6527304 45.4668238, -122.6526555 45.4668238, -122.6526555 45.4668819, -122.6526026 45.4668819, -122.6526026 45.4668241, -122.6525292 45.4668241, -122.6525292 45.4669609, -122.652636 45.466961, -122.652636 45.466941, -122.6526907 45.466941, -122.6526907 45.4669488, -122.6527164 45.4669488, -122.6527164 45.4669589, -122.6528062 45.466959, -122.6528062 45.4669489, -122.6528929 45.4669489))",Jade Bistro,thai,Mo-Sa 11:00-21:00,,,Southeast 13th Avenue,restaurant
"POLYGON ((-122.6535372 45.5046638, -122.6535384 45.5045083, -122.6533949 45.5045077, -122.6533937 45.5046632, -122.653465 45.5046635, -122.6535372 45.5046638))",Los Gorditos,mexican,08:00-21:00,yes,,Southeast Division Street,restaurant
"POLYGON ((-122.6533937 45.5046632, -122.6533949 45.5045077, -122.6532386 45.5045071, -122.6532375 45.504647, -122.6532374 45.5046626, -122.6533937 45.5046632))",Apex,,"00:00-02:30,11:30-24:00",yes,,Southeast Division Street,bar
"POLYGON ((-122.6173742 45.51648, -122.6171758 45.5164798, -122.6171765 45.5161411, -122.6173749 45.5161413, -122.6173742 45.51648))",Movie Madness Video & More,,Mo-Th 12:00-22:00; Fr-Su 11:00-23:00,,,Southeast Belmont Street,video
"POLYGON ((-122.6176333 45.5164813, -122.6174053 45.5164842, -122.6174035 45.5161445, -122.6176316 45.5161444, -122.6176333 45.5164813))",,,,,,,parking
"POLYGON ((-122.6176644 45.5164796, -122.6177999 45.5164805, -122.6177973 45.5161708, -122.6177969 45.516149, -122.6176613 45.5161497, -122.6176644 45.5164796))",,,,,,,parking
"POLYGON ((-122.6184657 45.5166436, -122.6184675 45.5169194, -122.6182791 45.51692, -122.6182773 45.5166442, -122.6184657 45.5166436))",The Bite on Belmont,,,yes,,Southeast Belmont Street,restaurant
"POLYGON ((-122.6595222 45.5287354, -122.658797 45.5287371, -122.6587995 45.5292529, -122.6595246 45.5292512, -122.6595222 45.5287354))",,,,,,,parking
"POLYGON ((-122.5152727 45.5036114, -122.5146531 45.5036208, -122.5146343 45.503258, -122.5152673 45.5032505, -122.5152727 45.5036114))",Extended Home,,Mo-Sa 10:00-18:00,,,Southeast Division Street,kitchen
"POLYGON ((-122.5130599 45.502349, -122.5130965 45.5012919, -122.5116614 45.5012719, -122.5116492 45.49987, -122.5106328 45.4998643, -122.5106247 45.502349, -122.5130599 45.502349))",Franciscan Montessori Earth School and Saint Francis Academy,,,,,Southeast Clinton Street,school
"POLYGON ((-122.6807922 45.5536345, -122.6804113 45.5536341, -122.6804106 45.5540118, -122.6807915 45.5540121, -122.6807922 45.5536345))",Harbor Freight Tools,,Mo-Sa 08:00-20:00; Su 09:00-18:00,,,North Mason Street,hardware
"POLYGON ((-122.6987725 45.5557915, -122.6986012 45.5557806, -122.6986084 45.5557243, -122.6985794 45.5557224, -122.6986126 45.5554657, -122.6988129 45.5554784, -122.6987725 45.5557915))",Face Plant,burger;fries,Mo-Fr 09:30-20:00; Sa-Su 11:00-20:00,,,North Going Street,fast_food
"POLYGON ((-122.718743 45.5085197, -122.7188664 45.5084257, -122.7186169 45.5082603, -122.7184372 45.508202, -122.718169 45.5081475, -122.7179544 45.508125, -122.7178069 45.50814, -122.7178505 45.5082246, -122.7180564 45.5082663, -122.718042 45.5083294, -122.718087 45.5083386, -122.7181121 45.5082562, -122.7182238 45.5082877, -122.7181938 45.5083504, -122.7183888 45.5084042, -122.7186583 45.5085098, -122.718743 45.5085197))",,,,,,,parking
"POLYGON ((-122.718172 45.5114331, -122.7181899 45.5112905, -122.7178219 45.5112642, -122.7178122 45.5114137, -122.718172 45.5114331))",,,,,,,parking
"POLYGON ((-122.7128105 45.5082702, -122.7128485 45.5082611, -122.7128606 45.5082584, -122.7129719 45.5081656, -122.712847 45.5080219, -122.7126544 45.5080139, -122.7126033 45.5080118, -122.7125872 45.5080111, -122.7125222 45.50802, -122.7123814 45.5080595, -122.7122905 45.5081004, -122.7122101 45.5081483, -122.7121443 45.5082141, -122.7121095 45.5082733, -122.7121072 45.5083879, -122.7121162 45.5084472, -122.7121423 45.5085017, -122.7122 45.5085581, -122.7122697 45.5086027, -122.7123401 45.5086314, -122.7124213 45.5086483, -122.71248 45.508657, -122.712585 45.5086514, -122.7125953 45.5085542, -122.7126014 45.5084877, -122.7126172 45.5084021, -122.712635 45.5083587, -122.712655 45.5083301, -122.7126985 45.5082916, -122.71271 45.5082853, -122.7127411 45.5082981, -122.7128105 45.5082702))",,,,,,,theatre
"POLYGON ((-122.7133246 45.5108402, -122.7131864 45.5106447, -122.7137777 45.5104395, -122.7137965 45.510466, -122.7139255 45.5104212, -122.7139692 45.510483, -122.7138384 45.5105284, -122.7139141 45.5106356, -122.7133246 45.5108402))",Oregon Zoo Veterinary Medical Center,,,,,,veterinary
"POLYGON ((-122.7142048 45.5100076, -122.714119 45.5101023, -122.7141311 45.5101076, -122.7141922 45.5101354, -122.7142182 45.5101469, -122.7142594 45.5101653, -122.7142849 45.5101766, -122.7143459 45.5102034, -122.7144319 45.5101088, -122.7144162 45.5101018, -122.7144389 45.5100767, -122.7142429 45.5099894, -122.7142202 45.5100145, -122.7142048 45.5100076))",Family Farm,,,,,,zoo
"POLYGON ((-122.6513627 45.5483342, -122.6517013 45.5483357, -122.6516997 45.5485184, -122.6515896 45.548518, -122.6515091 45.5485176, -122.6514128 45.5485172, -122.6513468 45.5485169, -122.651348 45.5483866, -122.6513622 45.5483867, -122.6513627 45.5483342))",,,,,,,parking
"POLYGON ((-122.634124 45.5338338, -122.6342219 45.5339029, -122.634092 45.5339931, -122.6339941 45.533924, -122.634124 45.5338338))",BottleDrop Redemption Center,,,,,,recycling
"POLYGON ((-122.6338324 45.5341845, -122.6338008 45.5341627, -122.6338658 45.5341164, -122.6338974 45.5341381, -122.6338324 45.5341845))",Rose City Lock & Safe,,Mo-Fr 09:00-17:00; Sa 10:00-15:00,,,Northeast Weidler Street,locksmith
"POLYGON ((-122.6313719 45.5320691, -122.6309721 45.5320679, -122.6307955 45.5320673, -122.630797 45.531834, -122.6308443 45.5317984, -122.6313736 45.5318, -122.6313719 45.5320691))",Mountain Shop,,Mo-Su 10:00-18:00,,,Northeast 33rd Avenue,sports
"POLYGON ((-122.6314443 45.531652, -122.6312306 45.5316527, -122.6312135 45.5316407, -122.6312103 45.5316153, -122.6312274 45.5316011, -122.6314443 45.5315098, -122.6314443 45.531652))",,,,,,,parking
"POLYGON ((-122.6230972 45.5375826, -122.6230968 45.5376881, -122.6235005 45.5376888, -122.6235016 45.5374121, -122.6230963 45.5374114, -122.623096 45.5374903, -122.6233974 45.5374908, -122.6233971 45.5375831, -122.6230972 45.5375826))",,,,,,,parking
